missing,gender,ethnicit,race1,race2,race3,race4,race5,race6,race7,eas01,eas02,eas03,eas04,eas05,eas06,eas07,eas08,eas09,eas10,eas11,eas12,eas13,eas14,eas15,eas16,eas17,eas18,eas19,eas20,eas21,eas22,eas23,eas24,eas25,eas26,eas27,eas28,eas29,eas30,eas31,eas32,eas33,eas34,eas35,eas36,eas37,eas38,eas39,eas40,eas41,eas42,eas43,eas44,eas45,eas46,eas47,eas48,eas49,eas50,eas51,eas52,eas53,eas54,eas55,eas56,eas57,eas58,eas59,eas60,eas61,eas62,EAS23REV,EAS30REV,EAS06RV,EAS12RV,EAS18RV,EAS24RV,EAS29RV,EAS37RV,EAS43RV,EAS48RV,EAS53RV,EAS57RV,EAS62RV,bfin01,bfin02,bfin03,bfin04,bfin05,bfin06,bfin07,bfin08,BFINEURO,EABEHAV,EADEVAL,EAPROCRA,EADISTRA,EAREPRES,EATOLERA,EATOLREV,MEAQTOT,MEAQBV
0,1,1,0,0,0,0,1,0,0,4,2,5,4,2,5,3,2,5,1,6,4,6,3,4,2,2,4,3,4,3,4,6,6,5,3,2,1,3,4,4,5,3,2,2,3,3,5,4,2,3,3,2,3,2,1,2,4,2,4,3,4,2,5,3,5,2,1,3,2,4,2,1,3,2,3,3,1,4,4,5,3,5,5,5,3,4,4,2,1,5,3,1,25,36,47,21,25,31,37,40,200,49
0,1,1,0,0,0,0,1,0,0,3,2,1,1,4,6,1,1,2,2,5,5,2,1,1,2,3,5,2,1,2,2,5,6,1,2,2,2,6,3,3,3,1,1,2,3,5,4,2,2,3,1,6,1,3,3,4,5,1,2,1,3,4,3,1,1,6,1,1,1,1,5,2,4,1,2,2,1,1,2,1,2,3,1,2,2,4,4,2,4,3,2,1,20,19,24,24,11,25,59,18,121,25
0,1,1,0,0,0,0,1,0,0,4,4,4,1,6,5,1,1,5,1,3,4,2,1,4,2,3,4,3,3,1,6,6,5,2,2,3,1,3,1,2,1,5,1,1,6,4,5,1,5,1,2,4,4,4,2,1,4,1,3,1,1,6,4,1,1,4,1,1,1,1,5,1,6,2,3,3,2,4,3,3,3,1,3,2,2,3,3,4,2,3,3,2,24,20,33,27,32,15,48,29,156,39
0,1,1,0,0,0,0,1,0,0,3,1,1,2,2,5,1,2,1,4,2,5,2,2,4,1,2,5,1,1,3,2,5,5,1,3,1,1,5,5,1,3,1,1,1,2,5,3,2,1,2,1,5,2,1,1,1,5,2,2,2,4,5,1,1,1,5,1,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,4,4,4,26,22,18,12,11,26,55,22,111,24
0,1,1,0,0,0,0,1,0,0,4,3,4,4,4,6,2,3,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4,3,3,4,4,3,3,4,3,3,3,4,4,3,3,1,3,3,2,3,3,3,3,3,3,3,4,4,4,5,4,2,4,4,25,37,47,25,28,44,47,30,211,52
0,1,1,0,0,0,0,1,0,0,5,5,5,4,4,5,3,3,4,3,4,5,4,3,4,2,3,5,4,5,2,4,5,5,2,4,3,1,6,6,4,3,4,3,2,4,5,5,4,3,2,2,4,4,3,3,1,3,1,3,4,3,4,4,3,1,4,3,4,2,4,4,2,1,2,2,2,2,1,2,3,4,3,3,3,1,4,4,4,4,4,5,2,20,41,48,19,27,28,50,27,190,42
0,1,1,0,0,0,0,1,0,0,4,6,6,6,6,2,6,1,6,4,4,4,4,2,6,5,2,5,6,5,1,6,3,4,6,4,4,2,5,5,2,4,5,4,2,4,6,6,5,5,4,1,5,5,6,2,1,4,1,5,5,4,4,6,3,3,4,4,3,1,5,5,4,2,5,3,2,3,2,1,2,3,3,3,2,1,5,3,5,3,5,3,5,26,42,65,20,38,39,48,29,233,58
0,0,1,0,0,0,0,1,0,0,5,1,2,1,1,6,1,5,1,1,1,6,4,6,1,1,1,6,1,5,1,1,6,6,1,6,3,1,6,6,3,1,1,1,1,1,6,1,1,1,1,1,6,1,5,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,2,5,1,5,1,1,5,1,17,37,18,7,10,13,61,16,101,26
0,1,1,0,0,0,0,1,0,0,6,6,6,6,6,4,4,3,5,6,6,3,4,5,5,5,5,3,4,5,2,5,3,3,5,5,5,4,3,2,6,5,4,3,3,6,3,5,5,5,6,6,3,5,6,5,6,3,4,4,5,2,2,6,5,4,3,3,4,3,5,2,4,5,3,4,4,4,4,4,4,4,5,4,5,2,3,4,5,2,2,3,5,28,54,60,40,35,54,32,45,288,72
0,0,1,0,0,0,0,1,0,0,5,1,3,4,6,5,1,3,2,3,6,5,3,4,5,2,5,2,1,6,3,2,4,1,1,4,2,2,2,1,1,2,2,1,2,6,2,1,3,1,2,6,2,1,5,2,6,2,4,1,4,5,2,2,4,2,3,1,5,1,1,2,3,6,2,2,5,6,5,5,5,5,5,4,5,2,4,3,2,4,2,4,2,17,45,16,41,17,35,28,49,203,45
0,0,1,0,0,0,0,0,1,0,4,3,3,3,4,5,3,1,3,4,4,5,4,2,4,4,4,3,3,3,2,4,4,5,2,2,3,4,6,5,5,2,3,3,4,4,5,5,4,3,3,2,2,2,2,4,3,4,2,2,1,3,4,4,2,3,3,2,1,3,4,5,3,2,2,2,4,2,1,2,5,3,3,4,2,4,5,4,4,4,4,5,3,23,24,42,23,23,42,47,30,184,34
0,1,1,0,1,0,0,0,0,0,6,6,5,5,5,4,2,1,4,1,4,5,5,2,4,3,2,1,1,4,1,4,4,1,1,1,2,1,6,6,4,4,4,5,1,3,5,1,3,3,1,1,2,1,1,3,1,1,1,1,1,4,4,2,1,1,5,1,1,1,4,6,3,1,3,2,6,6,1,2,5,6,3,2,1,4,4,4,1,3,4,2,1,23,25,34,17,26,26,40,37,165,25
0,1,1,0,0,0,0,1,0,0,2,1,5,4,5,5,1,1,3,1,5,4,6,3,4,3,5,4,5,4,2,3,3,4,4,2,3,3,3,2,5,3,4,1,1,4,4,5,3,3,3,3,4,5,3,4,4,3,1,2,2,3,3,3,4,3,3,1,3,1,1,3,4,5,2,3,3,3,4,3,3,4,4,4,4,4,1,5,4,1,5,2,5,37,30,40,31,25,33,40,37,196,48
0,1,1,0,0,0,0,1,0,0,4,5,4,4,4,3,3,3,4,3,4,4,4,3,4,2,4,4,4,4,3,4,4,4,3,3,4,4,3,3,5,3,4,3,5,4,3,5,3,3,4,3,4,5,4,5,4,4,5,3,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,26,39,52,27,27,49,40,37,231,56
0,1,1,0,0,0,0,1,0,0,6,2,4,3,3,5,1,4,4,1,1,6,3,4,4,6,2,2,3,4,3,4,5,5,1,2,2,1,6,6,3,2,4,2,5,3,6,3,4,4,2,1,6,3,4,5,2,4,1,3,3,3,5,2,3,3,4,3,4,1,4,6,2,1,2,1,5,2,1,1,1,3,2,3,1,2,5,3,1,4,1,5,2,13,40,33,13,26,36,55,22,170,40
0,0,1,0,1,0,0,0,0,0,6,6,4,4,6,6,5,5,4,3,3,6,4,4,4,3,4,5,5,5,3,3,5,4,4,2,4,3,6,4,4,6,3,5,2,3,5,4,5,3,3,5,5,5,5,2,2,3,2,5,5,2,5,5,5,3,5,4,5,2,6,6,2,3,1,1,2,3,1,2,2,4,2,2,1,3,3,3,3,4,4,4,3,23,53,62,26,25,34,56,21,221,60
0,1,1,0,0,0,0,1,0,0,6,4,4,1,3,6,3,4,4,1,3,4,6,5,6,1,5,4,5,5,5,5,6,4,4,6,4,1,1,6,4,4,6,6,1,6,6,6,4,6,1,4,4,4,5,1,1,1,1,3,6,1,6,6,6,1,4,4,6,1,6,3,1,1,1,3,3,3,6,1,3,6,1,3,4,3,2,3,3,4,2,4,3,22,57,61,23,35,17,43,34,227,63
0,1,1,0,0,0,0,1,0,0,4,4,4,4,5,5,2,4,5,2,4,5,4,3,2,3,2,5,5,5,2,5,5,4,4,2,4,2,4,3,5,3,5,3,2,4,5,5,3,5,4,2,4,3,4,5,2,4,2,3,2,2,4,5,4,4,4,2,2,2,2,6,2,4,2,2,2,3,3,2,3,3,3,3,1,4,2,4,4,2,3,4,4,29,36,47,23,30,36,50,27,199,50
0,1,1,0,0,0,0,1,0,0,4,5,4,3,4,4,3,2,4,3,4,4,4,3,4,3,3,4,4,3,3,4,4,5,4,3,4,3,5,5,1,2,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,2,3,4,3,4,4,3,3,4,3,3,2,6,5,3,2,3,3,3,2,2,3,3,3,3,3,2,3,4,4,3,3,3,3,3,24,35,49,24,28,37,47,30,203,49
0,1,2,0,0,0,0,0,0,1,5,4,4,5,4,5,1,3,4,1,3,5,3,2,2,2,5,5,5,4,4,2,6,6,5,4,3,1,5,5,5,2,3,1,1,2,5,6,5,4,1,4,5,5,5,1,4,5,1,3,4,2,5,3,4,1,5,1,2,1,1,6,1,2,2,2,2,1,2,2,2,2,2,2,1,5,1,4,4,3,1,3,1,26,40,43,24,22,22,57,20,171,41
0,1,1,0,0,0,0,1,0,0,6,6,6,2,4,5,1,3,5,1,5,4,5,6,5,2,4,3,6,4,3,6,5,5,2,6,6,1,2,1,2,4,5,3,4,4,3,1,4,5,2,1,2,4,4,1,2,1,1,1,3,2,3,4,3,2,2,3,5,1,2,5,2,6,2,3,4,2,5,4,5,6,4,5,2,1,4,3,4,5,2,3,2,18,48,40,26,38,24,35,42,218,54
0,1,1,0,0,0,0,1,1,0,5,5,5,3,5,4,5,2,4,2,4,5,5,3,2,2,2,4,5,4,2,3,4,4,4,5,3,2,3,4,4,4,4,4,2,4,5,5,3,3,2,3,5,4,3,2,4,4,2,3,3,2,4,4,3,2,4,4,3,2,4,4,3,3,3,2,3,3,4,2,2,3,3,3,3,4,3,4,4,2,5,2,4,32,38,56,25,24,28,46,31,202,50
0,1,1,0,0,0,0,1,0,0,2,3,2,4,3,4,3,2,4,3,3,5,3,3,4,2,4,3,3,3,2,4,5,4,4,1,3,3,4,5,6,2,3,3,3,3,4,4,2,3,3,2,5,3,3,3,2,4,2,3,3,3,4,4,3,2,4,3,3,3,3,6,2,2,3,2,4,3,3,3,2,3,3,3,1,2,4,4,2,4,4,4,1,19,27,45,19,23,35,47,30,179,43
0,1,1,0,0,0,0,1,0,0,4,4,4,2,4,4,1,4,4,1,4,5,4,4,4,2,2,3,3,2,2,4,4,3,2,4,3,1,2,4,3,3,4,4,2,4,2,3,3,3,2,1,2,2,2,1,2,2,1,1,3,2,2,3,2,1,5,4,2,1,2,2,3,3,3,2,4,4,5,5,5,5,5,2,5,1,2,4,4,5,1,2,4,23,33,36,20,26,21,32,45,181,40
0,1,1,0,0,0,0,1,0,0,3,5,6,4,4,6,2,4,5,1,1,6,4,4,4,1,2,2,3,5,1,6,2,5,6,1,6,1,4,4,6,3,6,5,6,2,5,6,4,3,2,2,4,5,5,3,1,1,6,5,3,1,3,6,4,1,1,3,5,1,4,4,5,3,1,1,5,2,3,2,3,6,4,6,3,5,1,5,5,1,3,1,5,38,41,60,15,36,33,41,36,221,58
0,0,1,0,0,0,0,1,0,0,5,6,5,4,4,4,2,1,5,2,3,5,3,4,4,5,3,4,4,4,2,4,5,5,3,5,2,1,5,5,2,5,5,3,3,4,5,4,3,4,2,2,2,5,5,4,2,2,1,3,2,2,4,5,4,2,5,2,2,1,4,5,2,2,3,2,3,2,2,2,5,5,3,2,2,1,5,3,2,5,2,5,1,12,40,46,20,29,31,46,31,197,48
0,1,1,0,0,0,0,1,0,0,3,5,3,6,3,4,2,2,3,1,4,6,4,2,3,3,2,3,4,3,3,3,2,5,2,3,3,2,6,4,3,3,3,2,5,3,4,5,2,3,5,3,3,3,3,3,1,2,1,1,3,4,4,4,4,5,4,1,1,2,3,4,5,3,3,1,4,2,1,3,4,5,3,3,3,2,2,4,4,3,3,3,5,28,29,39,19,21,45,45,32,185,39
0,1,1,0,0,0,0,1,0,0,5,3,3,5,5,5,2,2,2,1,2,6,5,2,4,2,4,5,2,2,4,2,5,5,2,5,2,2,5,5,5,2,4,5,1,2,5,5,2,2,2,2,2,2,2,2,2,4,2,1,2,4,5,2,3,2,2,1,2,1,2,6,2,2,2,1,2,2,2,2,5,3,2,5,1,1,4,4,4,4,4,4,4,23,29,37,19,19,30,50,27,161,30
0,1,1,0,0,0,0,1,0,0,4,3,4,4,5,3,4,3,4,2,4,5,2,3,4,2,4,4,5,5,4,4,5,5,3,5,4,2,3,5,2,3,3,2,1,4,4,2,4,5,3,4,4,4,4,2,4,3,2,2,4,2,4,4,3,2,4,2,2,3,2,4,2,2,4,2,3,2,4,3,3,4,3,3,3,1,4,4,4,2,1,3,2,21,40,37,27,28,31,43,34,197,47
0,1,1,0,0,0,0,1,0,0,2,4,4,1,1,5,3,3,3,3,2,5,3,2,5,3,1,5,3,3,2,2,5,5,2,4,2,2,5,5,3,3,3,4,1,1,5,3,2,2,2,1,5,2,2,2,2,5,2,2,2,2,5,2,2,2,5,3,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,5,3,3,3,21,27,38,10,21,26,55,22,144,31
0,1,1,0,0,0,0,1,0,0,4,6,6,5,5,5,2,4,5,2,5,5,4,2,6,1,5,2,5,5,2,5,5,5,4,5,5,2,5,4,4,4,6,3,2,5,5,6,4,5,4,3,2,4,5,1,2,4,2,4,4,2,5,5,5,4,3,4,4,4,5,4,2,3,2,2,5,2,2,2,5,3,2,4,3,4,3,5,5,3,5,3,5,33,46,56,28,38,33,45,32,233,60
0,1,1,0,0,0,0,1,0,0,4,4,4,3,6,5,1,3,4,1,6,4,4,2,5,4,6,5,5,4,2,4,5,5,3,5,4,2,4,2,3,3,4,5,2,5,5,5,3,4,3,3,5,3,4,4,4,4,2,2,3,3,4,4,3,2,5,3,3,2,5,5,2,5,2,3,2,2,3,2,2,3,3,2,2,1,3,4,4,4,2,3,4,23,37,47,35,29,32,51,26,206,47
0,1,1,0,0,0,0,1,0,0,4,6,6,2,5,4,2,2,5,1,2,5,4,2,5,5,5,3,3,5,2,5,5,5,6,2,5,1,5,6,5,2,5,4,2,4,5,6,5,5,2,2,5,4,4,2,2,2,1,1,4,2,5,4,3,2,5,3,3,1,5,5,2,1,3,2,4,2,2,2,2,5,2,2,2,2,2,4,4,2,4,5,4,27,36,53,21,36,25,49,28,199,47
0,0,1,0,0,0,0,1,0,0,5,6,6,5,4,5,6,2,4,2,4,4,5,4,5,4,2,2,5,5,4,5,3,5,5,4,5,4,3,4,5,3,4,6,5,3,4,5,3,3,4,2,3,6,3,2,5,4,5,4,3,5,4,6,3,4,4,6,3,5,6,4,4,3,2,3,5,2,4,3,4,3,3,3,3,3,3,3,4,4,3,2,4,26,38,71,23,32,53,42,35,252,60
0,1,1,0,0,0,0,1,0,0,2,3,3,4,4,5,2,3,4,5,4,5,3,2,3,3,2,4,2,2,3,3,6,3,3,3,4,2,2,5,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,2,3,3,3,3,1,2,2,2,3,4,5,3,4,3,3,4,4,1,3,4,4,5,1,3,2,19,31,36,21,23,41,40,37,189,46
0,1,1,0,0,0,0,1,0,0,6,6,6,3,6,6,1,4,6,1,5,5,2,2,2,2,2,1,2,5,1,5,6,2,1,6,5,1,2,6,2,5,5,1,1,5,5,6,3,5,1,1,2,4,4,4,4,1,1,1,1,1,5,4,1,1,6,2,2,1,1,5,1,1,1,2,6,5,5,2,5,6,2,1,2,1,2,4,4,3,2,2,2,24,39,33,24,34,19,40,37,186,44
0,1,1,0,0,0,0,1,0,0,4,5,5,4,4,5,2,3,5,1,2,5,5,3,4,5,3,5,4,4,2,5,4,6,3,5,5,1,4,5,5,4,5,5,2,2,5,2,4,4,4,2,4,4,4,4,2,4,1,2,4,4,5,5,4,4,5,3,4,1,4,4,3,2,2,2,2,1,3,2,3,3,2,2,3,3,4,4,3,4,4,4,2,22,43,49,17,33,36,52,25,203,52
0,1,1,0,0,0,0,1,0,0,5,2,2,4,5,5,2,2,2,2,4,5,2,3,3,2,5,4,5,5,3,4,5,5,4,2,3,2,5,4,2,4,3,6,5,4,5,5,4,4,2,2,5,2,4,2,3,4,2,3,3,2,5,6,4,3,4,3,3,2,6,5,2,3,2,2,3,2,2,2,2,3,2,3,2,3,1,5,5,4,5,4,5,32,39,48,26,21,33,52,25,192,45
0,1,1,0,0,0,0,1,0,0,5,2,4,2,4,5,1,1,3,1,2,6,5,2,4,1,3,3,2,2,3,3,5,4,4,2,4,2,5,5,4,2,3,3,1,4,5,3,1,3,1,1,5,3,4,1,2,3,1,3,3,3,5,4,2,1,6,2,2,2,2,5,2,2,2,1,4,3,2,2,2,4,2,1,2,1,4,4,4,1,5,3,4,28,26,38,18,24,21,52,25,152,38
0,1,1,0,0,0,0,1,0,0,5,4,5,2,5,5,3,2,5,1,5,6,5,2,5,2,4,5,4,3,2,5,5,5,4,1,3,1,6,5,5,1,5,5,2,4,6,4,3,5,2,1,6,4,2,2,4,5,1,4,2,4,6,4,2,3,5,3,2,1,5,6,2,2,2,1,2,2,1,1,1,2,1,2,1,2,5,5,4,4,4,5,2,21,25,54,25,33,25,61,16,178,41
0,0,1,0,0,0,0,1,0,0,5,2,3,1,4,6,1,1,3,1,4,6,3,1,3,1,4,5,1,1,1,1,5,4,1,1,1,1,6,5,2,1,4,4,1,4,5,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,6,1,1,1,1,1,1,1,3,6,2,2,1,1,2,3,1,2,6,3,1,6,1,1,5,3,1,5,1,5,1,10,15,22,22,16,14,50,27,116,21
0,1,1,0,0,0,0,1,0,0,4,6,5,2,4,4,2,1,2,2,4,4,5,2,2,4,3,2,3,4,2,4,5,4,2,1,3,2,4,4,6,3,3,2,2,4,5,4,3,3,2,2,4,3,2,3,2,4,1,2,2,2,5,4,2,2,4,2,2,1,2,4,2,3,3,3,5,3,3,2,3,3,2,3,3,4,3,4,4,3,4,2,4,30,26,43,22,22,27,44,33,173,37
0,1,1,0,0,0,0,1,0,0,2,5,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,5,3,3,3,2,4,4,4,4,4,4,4,24,40,51,25,26,43,42,35,220,57
0,1,1,0,0,0,0,1,0,0,5,6,6,6,6,4,5,5,5,6,6,2,5,3,5,5,4,5,5,6,3,4,4,5,6,6,5,5,1,2,5,3,5,5,6,6,2,5,5,4,4,5,4,5,6,6,5,5,6,5,5,4,2,6,5,4,2,5,4,5,5,2,3,5,3,5,2,2,6,5,3,2,5,5,5,5,1,5,5,1,5,2,5,39,53,68,37,34,63,34,43,298,72
0,1,1,0,0,0,0,1,0,0,2,3,5,5,6,3,3,2,5,2,6,2,5,4,5,2,5,4,4,2,3,4,4,4,4,3,2,2,3,2,3,3,4,3,2,5,4,3,4,4,3,5,4,4,5,3,6,3,3,3,4,3,3,4,4,3,3,3,4,2,4,3,3,5,4,5,3,3,4,3,3,4,4,4,4,3,2,4,5,2,5,2,4,33,37,46,38,29,36,36,41,227,56
0,1,1,0,0,0,0,1,0,0,5,3,5,1,5,5,3,2,5,1,5,5,2,3,6,4,5,4,3,4,1,5,5,5,2,4,3,2,5,3,2,3,4,2,1,3,5,3,2,5,1,3,5,1,4,4,4,4,2,2,3,2,5,2,3,2,5,2,3,2,2,5,2,4,2,2,3,2,2,2,2,3,2,2,2,1,4,2,2,4,2,4,3,16,36,29,29,33,25,53,24,176,38
0,1,1,0,0,0,0,1,0,0,4,3,3,2,4,5,2,3,5,1,2,5,6,2,6,2,1,1,3,3,5,3,5,4,3,2,3,1,6,6,4,2,2,5,4,2,6,6,2,2,2,2,2,4,2,4,1,3,1,3,2,4,5,4,4,2,5,2,2,1,6,6,2,1,2,2,6,3,1,1,5,4,2,2,1,1,4,4,4,4,4,4,4,23,28,51,13,24,31,48,29,176,34
0,0,1,0,0,0,0,1,0,0,2,1,3,4,1,6,1,1,4,1,2,6,6,1,5,1,3,6,5,1,1,4,5,6,5,4,4,1,6,6,4,1,3,5,1,1,6,4,2,2,2,1,6,5,1,1,1,6,1,1,1,2,6,2,1,1,6,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,5,4,5,2,16,16,41,10,25,19,66,11,122,29
0,1,1,0,0,1,0,0,0,0,6,6,6,3,6,6,2,1,6,1,1,6,6,1,6,1,1,1,4,6,1,6,6,6,6,5,1,1,6,6,6,2,6,6,2,5,6,2,6,6,6,2,1,6,6,1,6,2,1,5,6,2,6,6,5,1,6,1,6,1,2,6,1,1,1,1,6,1,1,1,6,5,1,1,1,5,1,5,5,5,5,1,5,36,50,58,22,37,22,52,25,214,55
0,0,1,0,0,0,0,1,0,0,5,2,2,2,2,6,3,3,4,3,3,4,4,3,3,5,3,4,5,4,3,3,5,5,4,5,3,2,5,5,3,4,4,2,2,3,3,2,3,3,4,3,5,3,4,5,2,4,2,3,5,2,4,4,4,2,2,2,4,2,3,3,2,2,1,3,3,2,2,4,2,3,3,5,4,4,5,4,2,3,4,5,1,20,44,40,18,22,36,45,32,192,48
0,0,1,0,0,0,0,1,0,0,5,4,4,4,5,5,3,1,4,1,4,4,3,2,4,3,4,3,3,3,4,4,4,4,3,4,4,1,4,3,3,3,4,3,1,4,3,4,3,4,3,4,3,3,3,3,4,3,1,3,3,3,4,3,3,1,3,3,3,1,1,4,3,4,2,3,4,3,3,4,4,4,3,4,3,1,4,4,2,4,4,4,2,19,33,39,29,28,29,40,37,195,46
0,1,1,0,0,0,0,1,0,0,4,4,4,4,6,4,3,4,3,4,6,3,3,4,5,3,5,3,3,5,4,3,3,3,3,4,3,5,3,5,3,4,4,3,5,6,2,4,3,3,4,3,3,3,6,4,3,4,5,4,4,3,3,4,4,3,3,3,4,5,3,3,4,2,3,4,4,4,4,5,4,3,4,4,4,1,4,4,4,3,3,4,3,22,46,43,31,25,53,34,43,241,58
0,0,1,0,0,0,0,1,0,0,4,2,4,4,5,6,1,1,1,1,2,6,1,2,2,2,2,6,2,2,1,2,5,6,3,2,2,1,1,5,4,1,1,1,1,3,1,2,2,2,1,1,5,3,5,2,2,5,1,1,1,5,5,4,2,1,2,1,2,1,2,6,2,2,1,1,1,1,6,6,2,2,2,5,1,2,4,4,5,4,4,5,1,21,24,27,17,14,23,49,28,133,33
0,1,1,0,0,0,0,1,0,0,4,6,4,4,5,3,5,3,3,4,4,4,5,5,4,3,4,4,5,4,3,4,3,4,5,5,3,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,2,4,28,45,61,30,26,50,43,34,246,63
0,0,1,0,0,0,0,1,0,0,3,2,4,3,4,5,2,3,2,2,2,5,3,2,2,4,2,5,4,3,4,3,5,5,3,2,3,2,5,4,3,2,4,3,5,3,5,4,3,3,2,3,5,3,4,4,2,4,2,2,3,3,5,4,3,2,5,3,3,1,6,5,2,3,2,2,2,2,2,2,2,3,2,2,2,1,5,3,1,4,1,5,1,11,31,42,19,21,36,54,23,172,41
0,1,1,0,0,0,0,1,0,0,3,5,4,1,5,5,2,2,5,1,4,5,4,2,4,3,2,3,5,4,1,4,5,5,4,4,4,1,5,5,4,2,4,3,1,4,5,4,4,4,2,1,5,2,4,4,1,4,1,2,3,4,5,4,4,1,6,3,3,1,4,5,2,2,2,2,4,2,2,2,2,3,2,1,2,1,5,4,3,5,1,5,1,13,35,46,19,29,23,53,24,176,40
0,1,1,0,0,0,0,1,0,0,5,2,3,2,4,5,3,2,3,2,5,4,4,4,4,3,4,4,3,3,2,4,4,4,2,4,3,3,3,4,3,4,4,4,3,4,4,3,3,3,2,4,4,3,5,3,5,4,3,3,3,3,4,2,4,3,4,2,3,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3,3,2,2,4,5,4,3,3,3,26,40,37,29,24,35,44,33,198,50
0,1,1,0,0,0,0,1,0,0,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,2,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,27,39,49,25,25,44,38,39,221,54
