missing,gender,ethnicit,race1,race2,race3,race4,race5,race6,race7,eas01,eas02,eas03,eas04,eas05,eas06,eas07,eas08,eas09,eas10,eas11,eas12,eas13,eas14,eas15,eas16,eas17,eas18,eas19,eas20,eas21,eas22,eas23,eas24,eas25,eas26,eas27,eas28,eas29,eas30,eas31,eas32,eas33,eas34,eas35,eas36,eas37,eas38,eas39,eas40,eas41,eas42,eas43,eas44,eas45,eas46,eas47,eas48,eas49,eas50,eas51,eas52,eas53,eas54,eas55,eas56,eas57,eas58,eas59,eas60,eas61,eas62,EAS23REV,EAS30REV,EAS06RV,EAS12RV,EAS18RV,EAS24RV,EAS29RV,EAS37RV,EAS43RV,EAS48RV,EAS53RV,EAS57RV,EAS62RV,bfin01,bfin02,bfin03,bfin04,bfin05,bfin06,bfin07,bfin08,BFINEURO,EABEHAV,EADEVAL,EAPROCRA,EADISTRA,EAREPRES,EATOLERA,EATOLREV,MEAQTOT,MEAQBV
0,0,1,0,0,0,0,1,0,0,6,6,4,5,5,4,2,3,3,3,4,5,4,3,4,4,5,4,3,4,3,4,5,5,3,4,4,3,3,4,4,5,5,4,3,5,4,6,6,4,4,4,3,3,6,4,5,4,3,2,6,3,4,3,6,3,3,1,6,2,2,4,2,3,3,2,3,2,4,3,4,3,3,4,3,4,2,4,4,2,5,4,5,32,55,43,31,28,42,43,34,233,58
0,1,1,0,0,0,0,1,0,0,4,4,4,5,5,2,4,1,4,2,2,4,3,2,5,1,2,3,3,4,5,4,4,5,3,3,3,2,2,4,3,2,4,5,2,2,3,4,2,3,2,2,1,2,3,1,2,3,2,2,2,3,4,3,4,2,3,2,2,3,4,4,3,3,5,3,4,2,5,4,6,4,3,4,3,1,2,4,5,3,4,3,4,28,29,42,18,27,33,34,43,192,38
0,0,1,0,0,0,0,1,0,0,6,6,3,1,3,6,1,1,3,1,1,1,3,3,3,3,1,6,5,5,1,3,6,6,6,4,6,1,6,5,3,2,6,6,1,3,6,6,1,3,2,2,6,6,3,3,2,5,1,1,1,1,5,6,1,1,6,5,4,1,5,6,1,2,1,6,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,5,1,17,31,59,14,27,18,59,18,167,51
1,1,1,0,0,0,0,1,0,0,3,4,3,3,4,4,2,2,3,1,2,5,4,2,3,5,3,5,4,2,1,4,4,6,3,1,3,2,6,3,4,2,2,4,4,3,5,4,2,3,2,2,5,5,2,3,2,4,2,2,2,1,5,5,2,2,3.76575946841338,2,1,1,2,6,3,4,3,2,2,1,1,2,2,3,2,3.23424053158662,1,2,4,5,5,3,2,4,4,25,21,45,20,21,30,54.7657594684134,22.2342405315866,159.234240531587,34
1,1,1,0,0,0,0,1,0,0,5,2,4,1,2,5,2,2,4,1,2,5,3,3,4,2,2,4,4,3,2,4,5,3,2,2,2,1,5,5,2,4,4,4,2,2,5,3,3,4,2,2,4,2,3,2,1,2,1,2,2,2,5,3,3,2,5,2,2,1,4.24675970556332,5,2,2,2,2,3,4,2,2,3,5,2,2,2,1,5,3,2,5,1,4,1,12,32,35.2467597055633,13,26,21,48,29,156.246759705563,36
1,0,1,0,0,0,0,1,0,0,2,2,2,3,2,5,1,1,2,1,2,5,4,4,2,2,3,5,1,2,1,4,5,2,1,1,2,1,5,5,3,2,2,2,1,2,5,2,2,2,1,2,5,2,2,2,1,1,1,2,1.67661502154174,1,6,2,2,1,5,1,2,1,1,5,2,2,2,2,2,5,2,2,2,6,1,2,2,3,4,4,4,4,3,5,4,23,21.6766150215417,24,14,16,18,49,28,121.676615021542,28
1,1,1,0,0,0,0,1,0,0,6,4,3,3,6,4,3,3,3,3,4,3,3,5,4,3,3,2.88585387875438,4,5,4,3,4,4,3,4,3,3,2,3,3,4,3,3,4,4,4,4,3,3,3,3,3,3,5,3,3,3,3,4,5,3,4,4,5,3,4,3,5,3,3,4,3,4,3,4,4.11414612124562,3,5,3,4,4,3,3,3,3,2,4,4,4,4,3,4,28,50,44,27,22,41,37.8858538787544,39.1141461212456,223.114146121246,56
1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,5,2,1,5,1,4,5,4,2,4,5,4,5,3.19238690960869,4,2,3,5,5,3,2,4,2,5,4,2,1,4,4,2,4,4,5,4,4,2,3,4,2,2,3,3,2,1,3,3,4,4,2,2,2,2,2,2,1,3,1,2,3,2,2,2,2,2,3,3,5,3,5,6,2,4,3,4,3,3,5,2,20,26,36.1923869096087,23,25,28,42,35,173.192386909609,38
1,0,1,0,0,0,0,1,0,0,2,2,2,2,2,6,1,1,1,1,1,6,2,1,6,5,4,6,1,1,1,5,4,6,2,-.29723227997795,1,1,6,6,2,1,4,1,4,1,6,4,2,4,3,1,6,2,2,5,1,6,1,1,2,5,5,2,2,2,1,2,2,2,5,5,3,1,1,1,1,1,1,1,1,1,2,6,2,1,5,3,4,5,4,5,4,19,15.702767720022,27,11,23,35,59,18,129.702767720022,26
1,0,1,0,0,0,0,1,0,0,4,5,4,5,2,4,2,3,5,2,1,5,3,2,4,2,4,4,2,3,4,4,3,4,3,4,3,3,4,4,3,2,4,2,3,3,4,4,3,4,5,3,4,3,3,3,2,3,3,3,2,4,4,5,3,4,5.46424418469276,2,3,3,3,4,4,3,3,2,3,3,3,3,3,4,3,1.53575581530724,3,3,4,4,4,4,4,4,2,23,32,40,18,28,45,45.4642441846928,31.5357558153072,194.535755815307,46
1,1,1,0,0,0,0,1,0,0,3,2,5,5,6,3,2,2,5,4,1,6,6,3,6,2,1,4,6,4,1,5,4,5,3,4,3,1,4,5,4,4,5,3,2,1,6,6,5,3,5,6,6,3,3,4,1,5,4,5,6,3,6,3.77435413233467,5,3,4,3,6,3,3,6,3,2,4,1,3,2,3,1,1,2,1,3,1,4,3,4,5,2,5,3,5,33,45,49.7743541323347,18,32,40,55,22,206.774354132335,56
1,1,1,0,0,0,0,1,0,0,2,4,4,4,4,6,1,1,1.19225219579645,1,4,5,2,2,2,3,4,5,1,2,2,2,5,4,2,4,2,2,5,5,1,1,2,1,1,2,5,2,1,1,3,1,5,2,2,4,2,2,1,2,1,4,5,3,2,2,1,1,2,1,3,5,2,2,1,2,2,3,2,2,2,5,2,6,2,2,5,4,1,5,4,5,1,15,20,25,19,14.1922521957964,30,48,29,137.192252195796,28
1,0,1,0,0,0,0,1,0,0,4,2,2,1,2,5,1,1,3,1,5,5,3,3,1,5,2,5,2,2,1,3,5,5,1,2,2,1,5,5,1,2,1,4,1,2,5,4,2,2,2,2,5,2,1,5,5,5,1,1,1,1,5,2,1,1,4.39313338491961,1,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2.60686661508039,2,1,4,4,1,4,4,4,4,20,21,26,20,14,23,54.3931333849196,22.6068666150804,126.60686661508,25
1,1,1,0,0,0,0,1,0,0,5,5,5,5,4.90184238721255,6,1,2,4,3,6,5,3,3,4,6,6,6,4,4,2,4,4,5,3,2,4,4,6,5,5,3,4,2,3,6,6,3,4,4,3,2,6,3,5,5,5,3,3,2,3,3,6,5,3,3,5,2,4,3,4,4,3,2,1,2,1,2,1,1,1,4,1,2,3,1,4,4,5,4,4,5,2,21,38,42,31.9018423872126,29,46,58,19,205.901842387213,48
1,1,1,0,0,0,0,1,0,0,3,1,3,4,5,6,1,1,2,1,5,4,5,1,3,1,4,5,1,2,1,5,6,6,4,3,2,1,4,4,4,1,4,1,1,3,5,6,4,4,2,2,4,1,2,2,3,5,1,1,3,1,4,1,3,1,5,1,3,1,1.53928724983705,6,1,3,1,3,2,1,3,2,3,2,3,2,1,5,4,4,1,2,5,4,2,25,26,28.5392872498371,25,23,18,54,23,143.539287249837,31
1,1,1,0,0,0,0,1,0,0,1,1,3,3,3,4,3,3,4,2,3,4,4,2,2,2,2,3,4,2,2,3,4,4,3,4,3,1,3,3,4,2,3,4,3,3,5,3,1,2,2,2,2,2.63543960279965,3,4,2,3,1,3,2,1,4,2,2,2,2,1,2,1,2,2,3,4,3,3,4,3,4,2,5,4,3,5,5,3,4,4,4,4,4,4,3,24,24,36.6354396027997,19,20,27,36,41,167.6354396028,37.6354396027997
1,1,1,0,0,0,0,1,0,0,4,6,4,3,4,6,3,2,4,2,4,5,6,4,2,1,2,5,4,5,1,6,6,5,6,3,4,1,5,6,6,2.83138000717646,5,6,2,4,6,5,4,4,1,1,5,4,5,5,1,3,1,4,2,1,6,6,4,1,4,5,2,1,5,6,1,1,1,2,2,2,2,1,2,4,1,3,1,2,5,4,5,3,4,4,2,23,37.8313800071765,66,17,29,21,56,21,191.831380007176,50.8313800071765
1,0,1,0,0,0,0,1,0,0,5,6,2,4,6,5,1,2,4,1,6,2,4,4,2,1,6,2,4,4,1,1,2,4,6,4,1,3,2,2,5,5,2,1,3.04043333680173,5,2,5,6,3,3,5,2,6,6,5,2,2,5,2,5,2,2,6,5,5,1,1,6,2,1,1,5,5,2,5,5,3,5,5,5,5,5,6,6,5,2,4,4,1,3,3,5,33,52,48,35,15,40.0404333368017,25,52,242.040433336802,62
1,1,1,0,0,0,0,1,0,0,4,6,5,4,4,3,3,4,3,3,4,4,6,4,4,1,4,4,6,4,4,4,3,4,6,4,4,4,2,2.90430161451652,4,3,4,4,6,4,4,5,4,4,4,4,4,5,4,3,6,4,4,4,4,4,4,6,4,4,4,4,4,4,5,4,4,4.09569838548348,4,3,3,3,5,3,3,3,3,3,3,4,2,5,5,4,4,5,1,26,43,64,30.0956983854835,28,49,41,36,250.095698385483,63
1,0,1,0,0,0,0,1,0,0,6.18487963125447,5,5,5,6,4,1,5,5,5,6,5,4,5,5,6,5,4,4,5,3,4,5,3,4,6,4,3,4,1,4,5,4,2,5,6,4,6,5,5,5,6,5,5,6,5,6,4,5,2,5,4,5,6,6,4,5,5,6,2,4,5,2,6,3,2,3,4,3,3,2,3,2,2,2,4,4,5, ,2,5,4,5, ,60.1848796312545,52,41,32,54,48,29,268.184879631254,70
1,1,1,0,0,0,0,1,0,0,5,1,5,1,1,5,2,2,5,1,3,5,5,2,5,2,2,2,2,2,2,5,5,5,2,2,2,2,5,5,5,2,5,5,2,2,5,4,2,5,2,2,5,2,2,2,2,2,2,2,4,4,5,2,2,2,5,2,4,1.37780738459749,2,5,2,2,2,2,5,2,2,2,2,5,2,2,2,1,4,4,1,3,4,4,1,18,29,36,14,32,25.3778073845975,49,28,164.377807384597,35
1,1,0,0,0,0,0,1,0,0,4,1,4,3,2,5,1,1,1,1,1,4,3,2,3,2,1,3,1,2,1,5,2,3,2,4,1,1,6,5,3,1.45758807074384,1,1,4,1,6,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,1,2,5,5,2,2,3,4,4,1,1,2,5,6,2,2,1,4,1,1,4,1,4,1,11,20.4575880707438,19,9,16,23,45,32,119.457588070744,18.4575880707438
1,1,1,0,1,0,0,0,0,0,6,6,5,1,6,5,1,3,1,1,6,1,5,1,6,6,4.29026306960538,4,4,4,1,1,5,6,1,1,1,1,6,4,6,6,1,4,1,5,1,5,4,1,1,6,1,6,5,5,6,5,1,1,5,1,4,5,4,1,1,2,4,1,4,3,2,3,2,6,3,1,1,6,6,2,3,6,4,1,4,3,2,5,1,4,3,15,43,50,36.2902630696054,16,23,37,40,208.290263069605,42
1,1,1,0,0,0,0,1,0,0,6,6,4,1,1,6,1,1,1,1,1,6,1,1,1,1,1,4,3,1,1,1,5,3,1,1,1,1,6,4,3,4,6,3,1,1,4,4,1.7150362271116,3,1,2,5,3,3,1,1,1,1,2,5,2,5,5,1,1,5,1,1,1,3,5,2,3,1,1,3,4,1,3,2,6,2,2,2,1,4,4,4,4,3,3,3,22,25.7150362271116,36,10,17,15,50,27,130.715036227112,29
1,1,1,0,0,0,0,1,0,0,4,2,5,5,1,6,4,2,5,1,1,6,5,2,5,1,1,5,5,2,2,6,6,6,2,1,1,1,6,6,3,4,6,2,5,2,5,2,4,6,1,1,6,2,1,2,1,2,1,1,5,1,4.19802194862104,2,2,1,1,1,4,1,4,6,1,1,1,1,2,1,1,2,1,5,2.80197805137896,6,1,1,4,3,3,5,2,4,1,15,31,35,8,34,23,53.198021948621,23.801978051379,154.801978051379,30
1,1,1,0,0,0,0,1,0,0,4,3,4,1,4,4,1,2,4,1,1,6,4,2,4,2,2,6,3,4,2,4,6,6,3,3.74498274631797,3,1,6,6,1,3,2,1,1,1,6,2,3,4,1,1,6,1,1,1,1,6,1,1,3,2,6,2,2,1,6,1,1,1,3,6,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,3,3,15,28.744982746318,26,11,25,16,64,13,119.744982746318,23
1,0,1,0,0,0,0,1,0,0,2,3,5,2,2,5,1,1,3,1,2,6,1,1,5,2,1,4.66350199960203,3,2,1,2,5,6,2,2,1,1,6,5,1,1,3,3,2,2,6,3,3,3,1,1,6,2,2,1,1,5,1,1,1,1,5,3,1,1,5,1,1,1,1,6,2,2,2,1,2.33649800039797,1,1,1,1,2,2,2,1,1,4,4,2,4,2,4,1,16,17,25,11,22,17,60.663501999602,16.336498000398,108.336498000398,21
1,0,1,0,0,0,0,1,0,0,4,5,5,5,5,3,3,2,5,3,4,6,6,5,5,5,4,6,2,3,2,5,4,6,3,4,3,3,6,4,5,4,5,5,5,5,5,5,5,5,3,3,6,3,3,5,5,6,3,4,3,4,6,4,4,4,6,3,4,2.55886667160304,4,5,3,3,4,1,1,1,1,2,1,1,1,1,2,1,5,3,1,4,5,5,1,15,41,52,29,33,47.558866671603,61,16,218.558866671603,53
1,0,1,0,1,0,0,1,0,0,2,2,4,5,5,5,1,1,2,2,5,5,3,1,2,4,4,5,2,2,1,4,3,5,1,2,2,2,5,4,2,2,3,1,2,5,5,5,3,4,4,4,5,2,2,5,4,5,2,2,2,4,5,4,2,2.96858097182145,5,1,2,2,2,5,4,3,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,1,4,3,17,21,28,30,21,39.9685809718214,55,22,161.968580971821,35.9685809718214
2,1,1,0,0,0,0,1,0,0,3,3,4,2,4,5,2,5,3.88387305313608,3,4,4,5,2,5,2,1,1,2,2,2,4,5,5,2,2,3,3,4,4,4,3,3,3,1.50093140294693,2,5,4,2,3,2,2,5,2,2,2,2,2,2,2,2,2,5,4,2,1,5,2,2,2,2,5,2,3,2,3,6,2,3,2,2,5,2,2,2,4,4,4,4,4,4,4,4,26,27,37,18,25.8838730531361,26.5009314029469,46,31,165.384804456083,33
2,0,1,0,0,0,0,1,0,0,3,3,3,4,4,3,4.16112347869156,5,3.64623155850354,4,4,3,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,5,5,5,4,4,4,4,5,5,4,4,4,3,3,3,4,4,5,5,5,4,4,4,4,5,5,4,3,3,4,3,4,4,3,3,4,2,4,4,3,4,2,3,3,3,2,3,4,1,5,3,2,3,3,4,3,18,44,50.1611234786916,27,25.6462315585035,54,42,35,235.807355037195,56
2,1,1,0,0,0,0,1,0,0,3,3,4,2,4,4,1,1,4,3,3,3,4,3,5,3,3,2,3,4,4,4,5,5,4,4,4,3,4,5,3,3,4,4,3,2,5,3,3,4,3,2,4,3,3,4,2,3,3,3,3,3,4,4,3,3,3.73226094789835,2.45062257969314,3,3,4,5,2,2,3,4,5,2,3,2,3,4,3,3.26773905210165,2,1,4,4,3,4,3,4,3,20,33,41.4506225796931,18,29,39,42.7322609478984,34.2677390521016,194.718361631795,45.4506225796931
2,1,1,0,0,0,0,1,0,0,4,2,1,2,5,4,1,2,6,1,4,5,4,3,5,3,5,3,5,2,1,4,6,4,3,4,2.93559364621127,1,3,3,4,2,4,4,2,2,4,4,2,3,1,4,3,3,2,4,5,4,2,3,3,2,5,4,2,5,5,2,2,2.33764865117701,4,4,1,4,3,2,4,3,4,3,4,3,2,2,3,2,4,4,4,4,2,4,4,22,28,43,29,25.9355936462113,27.337648651177,44,33,186.273242297388,42.9355936462113
2,1,1,0,0,0,0,1,0,0,5,5,5,5,5,5,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,5,5,3.5942597749899,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.79299084558708,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,4,4,3.4057402250101,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,27,36,44.7929908455871,24,27,41,35.5942597749899,41.4057402250101,214.198731070597,47.7929908455871
2,1,1,0,0,0,0,1,0,0,4,4,4,4,4,5,2,5,4,2,4,5,4,2,2,4,4,2,4,4,2,2,5,2,2,2,2,2,2,3,3,4,3,3,2,2,5,4,1,1.97487323002852,3,3,3,2.9994048734053,4,2,2,2,2,4,3,1,5,4,4,2,3,4,4,2,2,2,2,4,2,2,5,5,5,2,4,5,2,4,5,1,4,4,3,5,2,3,4,20,37,42.9994048734053,23,18.9748732300285,30,36,41,192.974278103434,46.9994048734053
2,1,1,0,0,0,0,1,0,0,1,3,4,3,1,5,1,1,4,4,4,6,4,1,4,4,2,1,3,2,4,4,5,6,2,2,2,1,6.62630041151942,6,2,2,4,2,2,2,6,5,4,2,2,1,6,2,2,6,1,5,1,2,2,4,5.05902986362337,1,1,1,6,1,1,1,1,6,2,1,2,1,6,1,.373699588480581,1,1,2,1.94097013637663,1,1,1,4,4,2,4,2,4,4,19,19,29,12,24,35,58.6853302751428,18.3146697248572,137.314669724857,25.3736995884806
2,1,1,0,0,0,0,1,0,0,6,5,4,2,5,4,1,2,5,2,6,2,5,4,4,1,3,4,4,5,2,4.46657383480289,6,5,4,5,4,2,4,4,4,4,4,4,2,5,4,2,5,5,2,5,4,5,5,2,4,4,2,5,4.87488102612087,2,4,6,3,3,2,1,5,3,6,5,1,3,3,5,3,2,3,3,3,3,3,5,2,5,4, ,4,3,3,4,2, ,48.8748810261209,52,31,30.4665738348029,26,42,35,223.341454860924,59
2,0,1,0,0,0,0,1,0,0,4,6,6,2,4,6,1,1,4,4,6,4,2,2,3,4,4,4,3,2,1,3,5,5,3,4,4,4,4,3,3,2,3,1,2,4,4,4,3,3,2,4,3,3,3,3,3,3,2,2,3,2,3,4.20028708428251,2.71395447728364,3,2,3,3,3,3,3,2,4,1,3,3,2,3,3,4,4,4,5,4,4,1,1,1,2,1,2,2,22,29.7139544772836,38.2002870842825,29,26,34,41,36,192.914241561566,44
2,0,1,0,0,0,0,1,0,0,1,1,4,1,1,6,1,1,5,1,1,6,2,1,1,1,1,6,5,1,1,5,6,6,1,1,1,1,6,6,2,1,5,1,1,1,6,1,1,2,1,1,6,1,1.64611885963136,1,1,6,1,1,1,1,6,4,1,1,6,1,1,1.60697068634902,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,5,4,5,1,13,11.6461188596314,22,7,23,13.606970686349,66,11,88.2530895459804,19.6461188596314
2,1,1,0,0,0,0,1,0,0,4,1,2,4,4,5,2,3,4,1,4,5,3,2.3560865321781,4,4,5,5,3,3.1754512734018,3,4,3,6,5,2,4,1,4,3,4,3,4,1,3,4,6,4,2,4,4,4,5,4,4,4,1,4,1,2,4,4,5,4,4,4,4,3,4,1,3,4,4,4,2,2,2,1,3,1,2,3,2,3,3,4,2,4,4,4,2,2,4,28,35.5315378055799,39,26,26,38,53,24,188.53153780558,54.3560865321781
3,0,1,0,0,0,0,1,0,0,5,5,6,2,5,2,4,3,4,4,3,4,3,4,4,3.24709541416471,5,2,3,2,2,3,2,2,5,5,2,3,3,3,3,4,3,3,4.15270055240428,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3.55903293273193,1,4,4,5,4,5,3,5,5,4,3,4,3,4,3,3,2,4,4,3,3,5,4,3,24,42.5590329327319,47,30,26,43.399795966569,35,42,230.958828899301,56.5590329327319
3,1,1,0,0,0,0,1,0,0,6,1,3,5,5,5,1,3,2,1,1,6,4,2,2,6,.719926667390728,4,1.73867871401274,2,1,3,6,4,1,5,3,1,6,5,4,4,2,1,6,2,5,6,3,2,2,1,5,3,2.9976563101526,6,2,4,1,1,2,1,3,1,3,1,6,1,3,1,3,5,1,2,2,1,3,3,1,2,2,3,4,1,2,1,3,4,4,3,4,5,3,23,35.9976563101526,28.7386787140127,13.7199266673907,17,33,53,24,152.456261691556,29.9976563101526
3,1,1,0,0,0,0,1,0,0,5,6,6,5,6,4,1,4.72894847000512,5,5,6,2,3,5,6,1,5,2,6,6,5,4,4,4,5,5,6,5,1,2,4.03840728652831,4.4034261535479,3,2,5,6,2,5,5,1,5,3,1,6,6,5,4,4,4,4,5,2,2,6,5,4,2,1,4,4,3,2,3,5,3,5,5,3,6,5,6,3,5,5,5,5,1,5,4,1,2,2,5,35,55.132374623553,52.0384072865283,35,31,53,26,51,277.170781910081,68.4034261535479
4,1,1,0,0,0,0,1,0,0,4,3,3,1,6,4,1,3,3,1,6,4,3,3,4,2,5,4,3,4,1,4,6,4,3,5,4,1.76046170865277,4,2,2,3.56691786007167,3.66431854462275,2,1,5,4,2,4,5,1,4.36161790939,4,3,4,4,6,4,2,1,3,1,4,1,4,1,4,1,3,1,1,4,1,5,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,4,4,1,25,40.5669178600717,26,37.36161790939,26.6643185446227,18.7604617086528,44,33,182.353316022737,43.5928543140844
17,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,2,5,4,4,2,21, , , , , , , , , 
31,1,1,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,1,4,5,1,15, , , , , , , , , 
