Age,Gender,Ethnicity,Race,Semestrs,Credits,Suspic,MEAQ01,MEAQ02,MEAQ03,MEAQ04,MEAQ05,MEAQ06,MEAQ07,MEAQ08,MEAQ09,MEAQ10,MEAQ11,MEAQ12,MEAQ13,MEAQ14,MEAQ15,MEAQ16,MEAQ17,MEAQ18,MEAQ19,MEAQ20,MEAQ21,MEAQ22,MEAQ23,MEAQ24,MEAQ25,MEAQ26,MEAQ27,MEAQ28,MEAQ29,MEAQ30,MEAQ31,MEAQ32,MEAQ33,MEAQ34,MEAQ35,MEAQ36,MEAQ37,MEAQ38,MEAQ39,MEAQ40,MEAQ41,MEAQ42,MEAQ43,MEAQ44,MEAQ45,MEAQ46,MEAQ47,MEAQ48,MEAQ49,MEAQ50,MEAQ51,MEAQ52,MEAQ53,MEAQ54,MEAQ55,MEAQ56,MEAQ57,MEAQ58,MEAQ59,MEAQ60,MEAQ61,MEAQ62,MEAQ23RV,MEAQ30RV,MEAQ6RV,MEAQ12RV,MEAQ18RV,MEAQ24RV,MEAQ29RV,MEAQ37RV,MEAQ43RV,MEAQ48RV,MEAQ53RV,MEAQ57RV,MEAQ62RV,EADEVAL,EABEHAV,EADISTRA,EAREPRES,EAPROCRA,EATOLERA,EATOLREV,MEAQTOT,MEAQBV
19,0,0,1,2,15,0,4,5,3,2,4,4,4,2,3,1,4,2,4,3,4,2,4,3,4,4,3,4,4,5,5,4,4,2,4,3,5,3,4,4,3,4,3,3,3,3,3,3,4,5,3,2,4,3,2,4,3,2,4,5,3,3,3,4,3,3,5,4,3,4,3,5,4,2,3,4,3,4,3,4,3,57,35,25,31,27,39,38,213,54
18,0,1, , ,5,0,4,2,5,4,5,2,1,4,5,5,2,5,4,2,2,4,4,2,1,1,3,3,4,1,1,2,1,2,6,6,2,2,3,1,2,1,3,1,1,3,2,4,3,1,1,1,1,5,2,1,2,4,6,5,2,2,5,1,3,2,1,6,3,1,5,2,5,6,1,4,4,2,1,2,1,22,24,22,36,18,44,33,155,26
19,0,1,6,2,16,0,4,6,6,5,6,1,3,2,6,6,6,6,4,2,6,3,3,6,6,6,1,6,6,6,5,6,6,1,6,1,1,1,6,5,1,6,6,6,1,6,2,6,6,6,6,1,6,6,1,6,2,2,6,6,2,1,5,5,2,1,5,6,1,6,6,1,1,1,1,1,1,1,1,2,1,64,34,42,26,39,60,17,222,61
27,1,0,1,4,12,0,2,1,2,2,4,5,1,1,5,2,4,5,1,3,4,3,4,4,1,2,4,4,4,6,2,3,2,5,6,6,4,1,5,2,4,4,6,5,4,3,2,3,4,2,2,2,4,3,1,2,1,2,5,1,3,2,5,1,1,2,2,6,3,1,2,2,3,1,1,1,3,4,2,2,1,25,23,25,34,24,55,22,153,33
18,0,1, ,1,9,0,4,1,3,2,5,6,1,1,6,1,4,6,2,2,5,1,5,5,1,2,1,5,6,6,1,5,2,1,6,5,4,1,5,1,1,5,6,1,2,1,1,2,6,1,5,1,6,6,1,1,3,1,6,1,1,1,6,1,2,1,1,6,1,2,1,1,2,1,1,1,1,1,1,1,1,17,28,27,14,29,65,12,127,31
32,1,0,1,6,15,0,2,6,3,5,4,5,5,2,3,6,3,4,3,2,5,1,4,3,3,3,4,2,4,3,4,2,3,4,2,4,3,4,3,3,2,3,4,5,3,4,3,4,2,5,4,3,3,4,2,3,4,3,3,2,4,3,2,3,3,2,4,3,3,3,2,3,4,4,5,3,5,3,4,5,4,49,33,23,41,24,35,42,212,52
20,0, ,2,3,12,0,6,5,3,4,5,4,6,2,3,4,4,6,1,6,3,4,4,2,4,5,2,4,4,5,5,4,2,3,4,5,2,4,3,5,5,3,4,4,6,3,2,2,5,4,5,2,2,2,2,4,4,2,6,4,3,2,4,3,3,1,5,6,3,2,3,1,5,2,3,3,2,5,1,3,1,52,48,21,36,22,48,29,208,51
19,0,1, ,3,16,0,5,1,4,2,5,5,1,2,5,1,6,5,3,3,5,2,2,1,5,4,1,5,5,2,2,3,4,4,6,3,2,3,4,3,4,4,5,5,3,3,2,1,2,2,1,2,5,2,1,3,3,2,5,4,1,1,5,2,2,1,4,2,2,4,2,2,6,5,1,2,5,5,2,2,5,37,30,30,25,27,40,37,186,35
18,0,0,1,0,10,0,4,5,4,4,5,6,4,2,3,5,5,5,5,3,3,3,5,4,5,3,2,3,4,4,4,2,2,3,4,2,2,2,3,5,4,6,3,4,3,3,4,3,4,5,5,6,5,4,1,3,5,2,4,5,4,5,3,2,4,2,4,2,3,5,1,2,3,3,3,4,3,3,3,4,5,53,37,21,44,34,43,34,223,54
18,0,0,1, , ,0,3,2,3,4,5,6,3,1,4,4,6,5,6,3,4,5,5,5,3,4,4,3,4,4,3,2,4,2,5,3,5,3,3,2,6,5,3,4,5,3,4,3,4,4,5,6,4,3,3,3,4,4,4,4,3,4,3,2,3,3,4,3,3,4,1,2,2,3,2,4,3,4,3,4,4,45,36,24,52,32,45,32,221,51
18,1,1, ,0, ,0,5,2,5,2,4,4,1,1,4,1,1,6,6,5,1,5,1,4,1,1,4,6,5,6,5,4,3,1,6,6,6,2,5,2,6,5,6,2,1,2,1,1,1,1,2,4,4,1,6,4,2,1,1,1,2,1,1,1,2,3,3,6,2,1,3,1,3,1,1,1,6,6,6,6,1,35,27,26,37,17,42,35,177,39
18,0,1,6, , ,0,5,4,4,3,2,6,6,4,4,1,5,5,6,4,5,5,5,5,6,5,4,5,6,5,5,3,5,2,3,3,6,4,2,5,1,4,4,5,3,3,1,3,4,4,3,5,3,3,2,4,3,2,4,5,3,1,4,5,4,2,6,4,1,4,1,2,2,2,4,3,3,4,3,3,3,67,41,28,30,26,47,30,222,53
21,0,0,1,5,13,0,3,3,2,2,3,4,3,3,3,3,4,3,3,3,2,2,3,3,2,3,3,3,4,3,3,3,3,2,2,3,4,3,3,4,3,3,2,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,4,3,3,4,3,4,4,4,5,5,5,5,5,4,4,41,33,19,34,23,29,48,198,45
20,0,1,6, ,15,0,5,6,6,4,4,4,1,1,6,4,3,5,5,5,5,2,3,3,6,4,1,6,3,4,6,5,4,1,5,5,5,2,6,5,4,2,5,1,4,5,3,3,4,3,4,1,2,2,2,5,4,1,4,6,3,3,6,1,2,2,5,5,4,2,3,2,4,3,2,2,3,5,3,1,2,55,39,38,32,19,47,30,213,51
23,1,0,1,8,15,0,6,2,4,4,5,6,1,2,4,4,6,4,3,4,4,2,4,4,1,3,1,3,5,5,2,6,2,5,2,3,5,4,4,2,4,4,4,5,4,3,4,4,4,3,3,3,5,4,2,1,3,2,3,3,4,2,4,1,4,2,2,5,2,4,1,3,3,2,5,3,3,3,4,3,2,31,43,24,37,32,45,32,199,47
19,0,0,4,2,15,0,6,6,5,3,3,5,2,1,5,1,2,5,5,1,2,2,2,5,5,5,1,4,5,6,5,2,4,1,6,6,4,2,4,4,5,2,6,4,3,4,5,3,6,2,2,2,1,6,4,2,2,2,6,4,3,2,6,3,3,1,5,6,2,1,2,2,2,1,1,1,1,1,1,1,1,51,30,28,31,14,63,14,168,41
20,0,0,1,4,16,0,5,2,3,2,5,5,3,2,5,2,5,5,3,5,2,2,5,5,3,2,2,3,5,5,4,5,4,2,5,5,4,2,2,4,2,5,5,5,2,2,3,3,5,4,4,2,4,5,2,2,2,2,4,5,2,2,3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,3,4,2,43,33,21,27,29,52,25,178,46
18,0,0,1,0,30,0,5,2,1,2,5,3,1,1,4,1,5,6,2,3,2,5,6,5,4,2,1,3,5,6,1,2,2,2,6,4,2,1,3,2,1,5,3,2,5,2,1,3,6,1,4,1,3,6,1,4,4,1,6,1,3,1,6,1,3,1,1,5,2,3,4,1,2,1,1,4,1,1,1,1,2,24,33,17,20,30,58,19,143,34
23,1,1, ,9,15,0,4,4,4,3,3,4,3,3,3,3,3,3,3,4,5,4,4,2,4,2,3,5,4,3,3,4,4,3,5,4,4,4,5,3,3,3,4,3,4,5,4,3,3,4,4,3,3,4,5,4,3,4,2,3,3,4,3,3,4,4,4,3,3,3,3,4,5,4,2,3,4,3,5,4,4,45,39,31,46,22,36,41,224,55
18,0,1,6, ,16,0,4,5,4,2,3,4,4,4,5,2,2,5,4,3,5,2,2,4,5,5,3,4,5,5,4,4,3,2,4,6,6,5,4,4,2,2,4,4,4,4,3,2,3,4,5,3,2,4,2,4,4,3,4,5,3,1,5,3,4,2,5,6,2,1,3,2,3,2,3,3,4,3,3,2,1,57,45,29,29,14,48,29,203,50
23,0,0,4,4,13,0,5,2,4,4,4,5,2,4,6,4,5,4,2,4,5,5,5,4,4,4,4,5,4,5,3,4,4,6,2,4,6,4,5,3,4,5,5,2,4,6,5,6,4,4,4,2,4,3,6,4,4,4,4,5,3,4,3,2,4,4,4,5,3,3,2,3,3,2,5,2,3,4,3,4,2,43,44,35,55,32,44,33,242,63
18,0,0,1,0,15,0,4,1,5,4,6,6,1,2,4,1,5,6,1,4,4,4,2,2,4,2,1,5,5,6,2,1,4,1,5,5,1,2,4,4,2,5,5,2,5,4,4,3,5,2,4,4,3,4,1,1,3,4,6,4,2,2,6,1,4,1,1,6,2,2,1,1,5,1,2,2,2,3,1,1,1,25,33,30,31,26,57,20,165,44
18,1,0,1,0,15,0,5,4,4,4,5,5,3,1,5,1,4,4,4,3,4,3,4,4,4,3,1,4,4,4,3,3,2,1,5,5,4,3,4,2,1,3,4,4,3,3,3,3,4,3,4,4,4,4,1,1,3,4,4,5,3,2,4,4,3,1,5,5,3,2,2,3,3,3,2,3,3,3,3,3,2,46,34,26,29,25,47,30,190,43
18,0,0,1,0,12,0,5,5,5,5,5,5,2,2,4,4,4,4,5,5,5,4,4,5,3,4,1,4,5,5,4,4,4,4,4,3,6,3,4,2,2,4,4,5,4,4,4,3,4,5,5,5,5,4,2,1,4,2,6,4,4,3,4,2,4,3,4,4,2,4,2,3,2,2,3,3,3,3,1,3,3,48,44,30,41,29,49,28,220,54
20,0,0,1,2,12,0,5,6,5,5,4,5,1,3,5,2,5,5,4,4,5,2,4,4,4,5,2,5,4,5,5,5,5,4,4,4,5,3,5,4,4,5,4,2,4,4,5,3,4,4,5,4,4,3,2,3,4,4,5,5,5,5,4,2,4,4,4,5,3,3,2,2,3,2,3,3,3,4,2,3,2,49,47,34,46,28,48,29,233,61
20,0,1, ,5,15,0,1,2,4,3,4,4,3,2,4,1,4,5,5,2,5,3,5,3,4,3,1,5,6,4,2,2,2,1,6,5,4,3,4,5,1,3,4,4,3,5,2,1,4,2,2,3,3,4,1,2,2,2,5,4,3,2,4,2,3,1,6,5,1,2,3,2,4,3,1,3,3,3,2,3,2,45,26,29,22,22,48,29,173,33
18,1,0,1, ,15,0,5,5,2,2,3,4,6,6,3,2,5,2,5,4,2,1,2,2,6,4,1,3,5,3,4,3,3,1,2,4,4,3,2,2,2,3,3,3,5,1,2,2,4,3,3,1,5,1,1,6,3,3,3,5,5,2,1,6,5,3,3,3,2,3,3,5,5,4,5,4,3,6,4,6,4,58,46,16,23,23,28,49,215,53
18,0,0,1,2,15,0,5,4,5,5,5,4,2,1,5,2,6,5,4,5,6,2,4,4,5,5,4,6,5,6,4,2,5,5,3,4,4,4,6,5,1,4,4,2,5,4,4,3,5,4,5,4,5,5,1,2,4,2,5,4,3,2,1,1,4,2,3,4,2,3,3,2,3,1,4,3,2,2,2,6,3,44,43,37,36,30,46,31,221,57
20,0,0,1,4,18,0,4,4,4,3,4,5,1,4,5,3,4,5,4,4,5,4,4,4,4,3,3,4,5,5,3,4,3,3,5,4,3,3,3,4,3,4,5,3,4,4,2,3,4,4,3,3,3,4,3,3,4,3,5,3,4,2,5,2,4,3,3,5,2,3,2,2,3,2,2,2,3,3,2,2,2,41,41,28,37,25,52,25,197,45
19,0,0,6,0,15,0,5,6,4,3,4,4,4,3,4,4,5,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,2,3,3,6,4,5,4,4,5,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,6,3,2,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,4,3,4,4,57,42,29,41,30,38,39,238,57
19,0,1,1,2,15,0,6,5,3,3,4,5,4,5,3,4,4,3,4,3,4,2,5,5,4,3,4,4,5,6,5,6,3,4,4,5,6,4,3,3,3,4,4,5,3,3,2,4,6,6,4,4,4,6,3,4,4,3,5,5,4,3,5,3,4,3,4,6,2,2,2,4,2,1,3,3,1,1,2,2,1,58,46,23,40,27,55,22,216,55
22,1,0,4,3,12,0,5,3,4,2,3,4,2,3,3,2,2,5,3,4,2,3,4,3,3,3,2,3,4,3,1,3,2,1,4,4,3,2,3,4,1,3,4,2,3,3,2,3,3,2,3,2,3,2,1,3,3,3,5,2,4,2,4,3,4,1,3,4,3,3,3,2,4,4,3,3,4,5,2,3,3,34,37,20,25,21,41,36,173,40
19,0,0,1,1,15,0,5,6,4,1,2,4,4,5,4,1,1,5,3,4,4,4,2,2,5,5,2,4,6,5,4,6,4,1,5,5,3,6,4,4,1,1,6,4,3,3,1,3,6,2,3,4,2,3,1,4,3,2,5,4,2,1,6,3,3,1,5,6,1,2,3,2,5,2,2,1,1,4,2,1,1,51,45,27,21,13,53,24,181,45
19,0,0,1,0,15,0,6,3,2,1,5,4,2,4,3,1,3,4,6,5,4,1,1,2,4,4,2,4,6,1,3,6,4,1,3,5,6,4,4,4,6,5,6,4,3,4,1,2,3,4,5,2,4,1,2,2,2,2,5,5,4,1,5,1,3,1,4,6,1,2,3,3,5,6,4,1,4,6,2,2,1,48,46,25,22,22,40,37,200,48
21,0,0,1,4,16,0,1,3,2,4,3,5,4,3,3,4,2,2,3,4,3,4,4,3,2,3,3,4,4,3,3,4,5,5,4,4,3,2,3,3,4,4,3,5,4,4,3,3,4,4,3,2,2,3,4,4,5,2,4,3,3,5,4,3,3,4,5,5,3,3,2,5,4,4,3,4,3,4,3,3,2,45,35,24,47,21,40,37,209,52
18,0,0,1,1,24,0,6,6,6,6,6,6,5,5,5,4,6,6,5,4,5,5,5,5,5,6,6,6,5,5,5,5,5,3,3,4,4,4,4,6,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,5,5,2,3,1,1,2,2,4,3,2,1,1,2,2,68,55,36,63,35,56,21,278,72
20,0,0,1,4,17,0,5,4,5,2,5,5,5,3,5,1,5,5,3,2,5,3,4,4,5,5,1,5,5,5,3,2,4,1,6,5,4,2,5,4,5,4,4,4,3,5,2,4,2,1,3,2,4,5,3,3,3,2,6,3,2,1,6,2,2,2,4,6,2,2,2,2,3,2,1,3,5,2,1,1,1,45,32,34,27,28,54,23,189,39
19,0,0,1,2,12,0,6,6,5,4,4,5,1,1,5,4,2,5,5,3,2,1,4,2,2,2,2,4,6,5,3,1,2,1,1,6,4,2,2,3,2,2,5,4,3,4,2,2,5,4,2,2,2,4,1,3,2,2,4,5,3,2,4,2,4,2,4,6,1,1,2,2,5,2,6,2,2,3,3,3,1,46,29,24,26,17,46,31,173,41
23,0,1, ,8,13,0,6,1,4,3,5,5,1,4,4,3,6,4,3,3,5,1,6,4,2,4,4,4,4,4,3,2,3,1,4,4,4,4,3,3,2,4,4,5,4,4,3,3,5,4,3,3,4,4,4,4,3,4,4,4,3,3,4,2,2,2,5,5,3,3,2,3,3,3,3,3,2,3,3,3,2,41,38,27,36,31,47,30,203,47
21,0,0,4,4,14,0,4,6,4,4,2,4,2,3,3,4,3,5,1,4,5,1,4,2,1,4,2,5,5,5,2,1,5,1,5,4,1,4,4,2,1,4,5,3,3,4,1,2,4,1,2,1,1,4,2,4,2,2,4,1,1,1,6,1,2,1,2,6,2,3,3,2,5,2,2,2,3,3,3,1,1,27,30,30,23,19,50,27,156,39
18,0,0, ,0,5,0,4,4,4,3,3,3,4,5,3,3,3,4,3,3,4,3,2,3,3,3,4,4,4,3,3,3,3,3,4,3,4,3,4,4,5,4,4,3,3,3,3,4,4,4,4,4,5,4,3,4,4,4,4,4,3,4,4,4,5,5,4,3,3,4,4,3,4,4,3,3,3,3,3,3,4,48,40,25,47,25,40,37,222,55
18,0,0,1,1,13,0,5,6,4,2,4,4,2,2,4,2,4,4,4,4,4,2,4,3,4,5,2,5,5,4,4,3,5,2,3,4,5,4,4,4,5,3,3,5,4,3,2,2,4,4,4,2,3,3,2,5,4,2,4,5,3,1,4,3,4,1,5,4,2,3,3,3,4,3,4,4,3,4,3,3,3,56,42,29,27,23,40,37,214,53
19,0,0,1, , ,0,2,1,1,4,2,6,2,1,1,1,1,6,3,2,1,1,4,5,1,1,3,1,6,5,1,3,1,1,5,6,1,2,1,3,3,1,6,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,5,1,2,1,5,1,1,1,1,6,1,1,1,1,2,2,2,1,4,5,2,2,1,18,17,7,21,11,54,23,97,18
27,0,0,1,5,16,0,4,3,4,2,4,4,2,4,4,1,4,4,4,4,4,3,4,5,3,4,1,4,6,6,3,6,4,1,1,3,4,4,4,4,5,4,5,5,4,3,1,3,5,5,5,5,4,6,2,1,4,1,5,4,5,3,5,2,5,1,3,6,1,4,3,3,2,1,6,2,2,1,2,2,1,43,49,27,27,27,52,25,198,54
19,1,0,4,2,15,0,5,4,3,3,4,4,5,1,2,2,2,5,2,2,2,2,2,2,2,2,3,4,2,3,4,3,5,3,4,2,2,2,2,4,2,2,4,4,3,5,3,3,4,4,4,3,2,2,2,2,4,4,3,5,4,4,3,3,2,2,2,3,5,5,3,2,5,4,3,3,3,5,4,4,4,43,32,23,38,20,37,40,196,45
18,0,0,1,0,15,0,4,5,5,2,2,5,2,2,6,4,4,5,5,2,6,5,2,5,5,5,1,5,5,5,5,4,5,4,5,5,5,2,5,5,5,5,5,4,4,5,2,5,5,2,4,3,4,5,1,1,3,3,5,3,3,3,5,1,3,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,48,36,37,37,24,55,22,204,47
18,0,0,5,0,13,0,5,5,5,5,5,6,4,3,5,1,3,6,5,3,5,4,5,3,5,4,4,4,6,1,2,3,5,1,3,5,5,5,5,3,1,2,5,3,4,5,1,1,5,1,1,4,2,2,2,4,5,2,6,5,5,1,4,5,4,1,4,5,1,2,1,1,4,6,4,2,2,5,1,3,2,51,42,34,28,20,46,31,206,44
18,0,0,1, ,12,0,5,4,4,4,6,5,6,4,4,4,6,4,6,5,5,4,6,5,6,4,4,5,3,4,6,5,3,1,4,3,5,2,5,6,2,6,4,6,4,3,4,5,4,2,3,4,5,3,1,5,3,2,4,6,3,4,5,6,2,6,6,4,4,4,2,3,2,3,3,3,3,4,3,2,3,70,40,29,44,38,46,31,252,61
18,0,0,1,0,4,0,3,3,3,4,5,5,2,3,4,1,4,4,3,3,4,3,5,3,6,2,3,4,5,4,3,3,3,3,4,3,4,3,4,3,2,4,4,5,5,3,5,3,4,3,3,3,3,3,3,4,3,2,3,4,4,1,4,2,3,3,4,3,2,4,2,3,4,3,3,3,3,4,4,3,4,46,35,25,35,28,41,36,205,47
20,0,0,1,2,15,0,5,6,5,2,5,4,4,2,4,1,5,5,5,4,3,1,2,1,4,4,4,4,5,5,2,3,2,4,3,4,6,2,4,4,2,2,5,2,2,2,1,1,5,2,2,1,3,1,1,4,3,2,5,5,4,1,3,2,3,1,2,4,2,3,3,2,6,2,4,2,2,6,2,4,3,48,34,24,23,21,41,36,186,36
28,0,0,1,4,6,0,2,5,6,1,4,5,1,1,5,1,1,6,6,2,6,6,5,4,4,4,1,6,5,5,5,1,5,1,6,6,6,2,6,2,6,3,6,6,6,6,1,1,5,4,5,6,1,2,1,3,1,1,6,6,1,1,6,3,1,1,2,6,2,1,2,1,3,2,1,1,2,5,1,1,1,53,26,40,29,16,57,20,184,43
20,1,0,1,2,12,0,4,1,4,4,5,4,2,2,5,3,6,4,4,4,4,5,4,4,4,4,4,4,3,5,3,4,4,3,4,2,5,3,4,4,4,5,4,6,3,4,3,4,5,5,4,4,5,4,2,3,4,4,4,5,4,4,4,3,4,3,5,4,4,5,3,3,3,2,3,3,2,3,3,3,3,50,40,29,47,34,46,31,231,56
18,0,0,2, ,13,0,3,6,4,6,4,5,6,5,4,6,6,5,6,5,3,1,1,1,6,3,3,4,4,3,6,2,4,4,5,3,6,3,5,5,3,4,5,4,5,3,6,2,4,6,5,4,3,3,1,3,4,2,6,6,5,3,4,6,4,2,4,5,3,4,2,2,6,4,2,2,3,4,1,3,2,70,44,27,44,24,46,31,240,64
18,1,1, ,1,12,0,5,5,4,3,5,5,2,2,4,2,5,4,3,3,4,4,3,5,5,3,3,4,5,5,4,3,4,4,2,4,4,2,3,4,4,4,5,5,4,3,4,4,3,3,4,3,4,5,3,3,3,3,5,5,4,3,4,3,4,3,4,4,2,3,2,3,2,2,5,2,4,2,2,3,3,50,37,26,41,28,47,30,212,53
20,0,0,1,2,15,0,5,2,3,2,4,4,2,4,3,1,5,4,3,4,4,3,4,3,3,3,2,3,6,4,2,6,3,2,4,5,5,4,4,2,1,4,5,6,3,1,1,3,4,5,4,4,3,2,1,3,3,2,5,4,3,1,4,1,3,1,1,5,1,2,3,3,4,3,3,2,3,5,2,3,2,39,42,21,22,25,44,33,182,45
18,0,1,1,0,12,0,3,5,6,2,5,5,5,3,5,1,5,5,6,3,6,4,6,2,6,3,2,6,5,5,5,2,6,4,3,3,4,3,6,4,4,5,4,5,4,5,2,3,4,4,5,2,4,1,2,3,4,2,4,5,4,2,4,3,4,4,5,4,2,4,2,2,5,2,4,3,3,6,3,3,3,60,38,40,33,32,41,36,239,58
18,0,1,2,0, ,0,6,6,5,3,4,6,4,6,6,1,4,5,4,5,5,2,2,2,5,5,1,4,5,4,3,5,3,2,5,5,4,5,4,2,6,4,4,3,4,5,3,2,4,3,4,3,2,2,6,4,5,4,5,4,5,3,4,3,5,3,5,5,2,2,1,2,5,3,2,3,3,5,2,3,2,50,55,32,39,20,46,31,227,53
22,0,1,6,8,16,0,4,5,6,2,4,5,3,4,5,4,5,5,6,3,5,2,4,5,4,4,2,5,5,5,5,4,5,2,5,3,4,3,5,4,3,4,3,3,2,5,2,2,5,2,2,1,1,5,2,2,2,2,5,5,2,2,5,4,2,2,4,5,2,4,2,2,2,2,2,4,2,2,2,2,2,51,32,36,28,24,53,24,195,45
21,0,0,1,7,15,0,6,6,6,6,6,5,1,1,5,1,5,3,4,2,4,1,5,1,5,2,1,5,5,5,4,4,3,1,3,5,5,2,5,4,4,4,6,5,5,5,2,4,4,4,4,4,4,3,1,1,3,3,6,4,3,3,5,3,4,1,2,4,2,2,2,4,6,2,4,1,3,4,1,2,3,48,36,33,30,30,45,32,209,49
18,0,0,2, ,15,0,6,4,4,1,4,6,1,1,5,4,4,4,5,2,4,1,4,4,5,4,1,4,6,6,4,4,3,1,5,6,6,3,6,5,2,4,6,4,2,3,1,1,6,5,4,3,1,6,1,4,2,3,6,6,1,1,5,1,5,1,6,4,1,1,1,3,3,1,2,1,1,1,1,2,3,56,34,29,21,19,58,19,178,46
18,0,1,6,0,14,0,4,2,4,2,4,4,1,3,4,2,5,5,4,4,5,2,4,5,3,3,1,4,5,5,4,3,2,1,4,4,3,3,4,4,2,3,5,3,2,2,1,2,6,3,3,4,5,6,1,2,3,5,5,5,4,1,6,1,3,1,2,4,2,3,3,2,2,2,3,2,1,1,2,1,3,37,35,25,25,26,55,22,170,39
19,0,0,1,2,15,0,5,3,5,4,6,4,2,1,5,4,6,5,2,2,4,6,6,6,4,4,4,5,3,6,2,2,5,1,5,5,4,1,5,3,6,6,5,6,3,4,2,5,6,4,4,6,6,6,5,3,3,3,6,6,3,2,5,3,3,3,5,6,4,2,3,2,1,1,2,2,1,1,1,2,1,47,31,33,50,37,60,17,215,49
 ,0,1,6, ,13,0,6,3,4,6,5,4,3,3,6,1,4,2,5,4,4,4,5,2,4,5,1,5,5,5,4,2,4,3,4,3,5,4,6,4,1,3,4,3,5,5,5,4,2,3,5,4,4,2,2,4,4,2,2,5,2,2,2,2,5,1,5,1,2,4,3,5,5,2,3,3,5,5,5,5,6,50,45,34,34,29,30,47,239,58
21,0,0,1,4,15,0,3,5,5,2,4,4,2,2,5,2,3,5,4,3,5,3,3,5,4,5,3,5,5,5,5,3,5,2,4,5,3,4,4,3,4,4,4,4,5,5,2,2,5,3,4,3,3,5,2,3,3,2,5,4,4,2,5,2,4,2,2,5,2,2,3,2,2,2,3,3,2,2,2,2,2,44,40,34,31,21,52,25,195,50
21,1,0,1,4,15,0,6,3,3,2,4,4,2,2,3,3,2,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,4,3,2,2,2,3,3,3,3,3,3,3,4,4,3,4,3,4,5,3,3,5,5,4,4,41,37,22,41,24,34,43,208,50
